,id,text,sentiment,Pred,Pred_polarity
5329,e976f2769d, If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,1,0.0,0.0
5334,55ea867fb6,I REALLY wish I was spoiled!,0,0.6147,1.0
5336,c0c4ac7c7a, YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,0,0.7684,1.0
5337,af1d34a358,A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3,1,0.0,0.0
5344,7436ec1a2c," yeah I was thinking about that ,ahaha",1,0.296,0.0
5346,4cbfc6a9fa,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,1,-0.5106,0.0
5352,a7c665c91e,on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,0,0.7964,1.0
5362,428d32dc76,walk was grand peeps lol feet are really hurting now thought  ****,0,0.4228,1.0
5370,316ffa3640," - Bingley, just for that practise-the-proposal scene toward the end. So endearing",1,0.0,0.0
5381,d6d4a2a7f3, LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,1,0.1613,0.0
5397,2e3984e266," she can rock a guy`s world at night, then make him pancakes the next morning!",1,0.0,0.0
5406,d0253fe4ae,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,0,0.4854,1.0
5407,1853e112a6,"Its awsome... when you know, that you know, that you know!",1,0.0,0.0
5425,bf445ae759, that sounds awesome..,1,0.0,0.0
5437,7cf5f75c91, Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,1,-0.2003,0.0
5439,126d5e686c, http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,1,-0.3111,0.0
5445,a654d0a06a,my teeshirt is faaar too small for me but i like it too much to stop wearing it,1,0.1154,0.0
5451,c223721eed,I`m siiiiiickkk  I dun feel good!!,0,0.5399,1.0
5452,9f1c41b48c, (((HUGS))) back to you - you also have that look!,1,0.0,0.0
5458,d3994c8a1b," Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",1,0.1635,0.0
5463,c032dbb896,live long and prosper  #fb,1,0.0,0.0
5475,a6efc31fe8,studying out of spite. whatever.. Wonderful unforgettable weekend with DC,1,0.0772,0.0
5481,c91f01a8b3," - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",1,-0.1511,0.0
5484,b54cf2bb2a,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',0,0.3296,1.0
5486,3e7bbe922c,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,0,0.5106,1.0
5488,83eeed4e54,Luv you sissy,1,0.0,0.0
5491,d371c733a5," yeah, now ranga makes sense",1,0.296,0.0
5495,6a8700208c, i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,0,0.4767,1.0
5498,e51529e319,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,0,0.765,1.0
5500,a6410241b8," good job at the logies this year. Hell funny, and you`re right about the baggin the logies tradition... so very Aussie!",1,0.126,0.0
5502,24f443230e,people with mustaches get super powers and mustaches. no fair.,0,0.6124,1.0
5506,9feac012d5,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,0,0.8591,1.0
5511,8bd29292c7,"late for   sick kid at home, hope she feels better later tonite",0,0.3612,1.0
5515,d93cf1f1f3," Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :``( please forgive me  I`m sorry <3",0,0.6597,1.0
5517,ef22d695fd, I`m here if u need to vent!,1,0.0,0.0
5521,9ad63aa696,i have much to learn,1,0.0,0.0
5540,2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",1,0.0,0.0
5543,f643095ba3,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,0,0.471,1.0
5546,b9ab51bfb9,ugh. i just want things to go back to normal. i miss my best friend,0,0.6486,1.0
5558,5dae78c746,Chilling at home,1,-0.0258,0.0
5570,f67d5f3243, shud up! lol my device thing doesn`t work,0,0.4753,1.0
5580,e07c4058ae,Wishing the rain would stay away for a while so that I can go to the pool,1,0.2263,0.0
5582,c627db4613,getting my phone back this week  yeeeewww,1,0.0,0.0
5593,f34ce06348,_Joelted i will definately be there tomorrow,1,0.0,0.0
5598,eff041311d,Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!,1,0.0,0.0
5605,5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,1,0.1725,0.0
5614,0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",1,-0.34,0.0
5633,3fb4b29093," Oh no, that doesn`t sound good! better get it checked out.",0,0.5983,1.0
5635,632c62fdb2,_Honi Might be cute to do a little picture book called 'The little book of boring',1,0.2415,0.0
5642,e7567d973d, finally -- someone recognizes my genius,1,0.0,0.0
5646,5a7c51d790, someone came in when I was sleeping off my national passtime and turned me human,1,0.0,0.0
5648,34522a55d8," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",0,0.5859,1.0
5650,566e692306, Happy STAR WARS Day,1,-0.1613,0.0
5655,37ea00e317,Morning People!  Just woke up now!,1,0.0,0.0
5659,8a60acff0f,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,1,0.0,0.0
5679,9df7f02404,http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,1,0.0,0.0
5681,0fccbe0299,Sitting in an empty yearbook room.  attempting to figure this asap out lol,1,0.25,0.0
5691,e45e510516, Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,0,0.6419,1.0
5697,27829f7178, i wish i had friends i could spend the night with,0,0.7003,1.0
5703,66ee76cbc4, lol... i`ve been in Bk for over a year... going on 2 and u haven`t come yet!!!,1,0.0,0.0
5705,1124f6f9a5,noone wants to talk to me  lol,0,0.4215,1.0
5706,369b8a1398,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",0,0.7003,1.0
5707,7b9faf935b, thankyou,1,0.0,0.0
5709,36a8d427e6," it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",1,0.2732,0.0
5714,0b4643d536,good morning twitterworld!  slept too less..,0,0.4926,1.0
5720,8b33bb8b18," Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",1,0.0772,0.0
5739,7515fa3ca2,"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",0,0.6983,1.0
5747,d030631a4b,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",1,0.2263,0.0
5773,c9a52dee1f,"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",0,0.4497,1.0
5783,9752aa6ef0, Goodnight lolsz,1,0.0,0.0
5789,ec45e7ac3b,needs to mug for Chinese A`s but doesn`t feel like it.,0,0.5023,1.0
5794,cea5677a2b, thnx babe  just call me when u finish it....,1,0.0,0.0
5802,de03f3c2e2,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,0,0.34,1.0
5807,566b75ccf1,  I am not a ****! damnit!  [sending you an e-mail right now btw],0,0.5204,1.0
5813,dcb02be904,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,0,0.8805,1.0
5823,58e3269ea4,So exhausted..can`t sleep. I don`t like these nights,0,0.3612,1.0
5843,591a7acf09,"went to galveston, want to go back",1,0.0772,0.0
5847,fcd7251082,FML i just spilled my entire can of diet coke IN MY LAP. yay,0,0.5267,1.0
5848,f3af5ba921,OMG I would sooooo make dis show number one n da ratings,1,0.0772,0.0
5854,73fd2537e6,_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,1,0.25,0.0
5860,2ecf90d8c1,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",0,0.5242,1.0
5876,7be724bb6b,"For the record, john mayer is freaking cool.",1,-0.128,0.0
5881,52c59b607b,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",1,-0.8558,0.0
5889,b79a17e28c,I want to be in love.......,1,0.0772,0.0
5896,a6adde8a33, i was in a hospital for a week and a half pretty much on the virge of dying.,0,0.4939,1.0
5898,85eb03d6b8,"  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",1,-0.2755,0.0
5906,0dbaca8e07, goood,1,0.0,0.0
5929,c89b84685c,"traveling alone makes i meet new people,new circle ..strangers become friends",1,0.2732,0.0
5937,e8935fb37d,"me & kelly share the same last name, wouldnt that be sweet if we were related  ",1,-0.0721,0.0
5938,8e5b7978c3,why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,0,0.4574,1.0
5946,c6720c0e57,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk,1,0.0,0.0
5952,672e5cae20,I really want to go to milwaukee but my sis doesn`t want to  well she won`t tell me,0,0.5908,1.0
5963,b3a9a9af56,Eminem`s new song 'Beautiful' is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,1,0.0,0.0
5965,534f49ff16,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.,1,0.0,0.0
5967,96b3a98962," Don`t worry, the bizarre will find you",1,-0.6369,0.0
5969,a58844851b, hey Padster...it`s a dirt track.  thx for the info! I got 3 miles in,1,0.1007,0.0
5971,e29c5aa8ad, Yayyy,1,0.0,0.0
5978,7b3132d3cc,chillen trying to figure this thing out gettin drunk,1,-0.34,0.0
5982,7823f5f9b3," No ways. If you can nab a youngster, go for it! My best friend swears by younger men - apparantly they can go for longer too!",0,0.7896,1.0
5988,c1608cfd9d,I want an iPhone <33333,1,0.0772,0.0
5993,58e5e5f159,installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,1,0.0,0.0
5995,43e3eb05bf,Sooo readyyy for the summerr babyyyy!!!!!!!!!,1,0.0,0.0
6006,15c1dc08bf,Finally home after a big of travelling!! ahhhhhh now time to realx!!,1,0.0,0.0
6009,a540dbe145, I miss you too!!   And don`t say 'damn'!!!  lol,0,0.5216,1.0
6017,bebcdc05ad," u welcome babe, kill the show! Yuuupp!",1,-0.508,0.0
6025,0efadd6e63," fair enough. actually, you dont have to give me x-men.  mad max will do me fine",1,-0.0258,0.0
6033,156bf548bd, Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,0,0.6072,1.0
6035,0401d685c4, meet  - she is the Zombie expert i believe..,1,0.0,0.0
6050,b95bcbc183," Well, at least you wont be late!",0,0.3382,1.0
6057,6dd3441420,  caught me at lunch today... you were correct of he stalking me,1,0.0,0.0
6066,f51ddbbe1d,Freakin` HAWT guys at this restaurant...where I`m eating dinner with my father,1,0.0,0.0
6074,1777208983,"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",0,0.6428,1.0
6075,b2f2828ebd, you know you lvoe me!,1,0.0,0.0
6076,afeb5f1c1c,When God created man i also believed he created a million people to get on ya **** for a laff,0,0.6249,1.0
6078,079e4e3472,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,0,0.4648,1.0
6083,e1dbabfca3, And I still recall how helpful you were way back when as I struggled on an AR contest question...,1,0.1027,0.0
6090,37a8a1cfce,"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",1,0.0,0.0
6105,0b9b43d4a6," I didn`t like the new Terminator movie, man",0,0.3612,1.0
6107,e4437a4444, I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,1,0.0,0.0
6126,644b94a495, I`m sooooo excited to see you also love.....let the craziness begin  7 daysssssss YAHOOOO,1,-0.0516,0.0
6127,327734773b,"Oh god, I feel like ****.",0,0.5574,1.0
6139,a194ecc368,I alreay feel the hang over. Soooo worth it,1,0.2263,0.0
6141,323aad8e73,Chocolate milk is so much better through a straw. I lack said straw,1,0.2212,0.0
6143,e68247e3f8, ...thanks for the shout out...you might be right about the starving thing....     little lol,1,-0.0754,0.0
6145,bc3d65f5b0, imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,1,0.2596,0.0
6147,4434882cdb,today has not started out very well,0,0.3384,1.0
6148,b8a6304e59,I wish I was laying in the sand listening to the waves crash against the shore!!!,1,0.0,0.0
6149,a252d170ca,Goodmorning World,1,0.0,0.0
6154,1c33228326,Morning all - happy Star Wars day - May the 4th be with you!,1,0.1007,0.0
6165,c2feb2dd71," Sadly, it doesn`t  I was so hopeful after American Doll Posse, too ... it`s just so blah and vacant of dynamic.",0,0.4897,1.0
6166,a1f7b2051f, Looking forward to following your journey on this endeavor - just subscribed to your blog,1,0.0,0.0
6170,6b48c708e9,where`s enthusiasm in meeeee,0,0.4404,1.0
6181,5942352255, How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,0,0.3899,1.0
6185,726e099885, but it all went too quick and there wasn`t a chance lol,0,0.7351,1.0
6194,cf34c2b139,I feel like I have to throw up.,0,0.3612,1.0
6195,0a5677e851,Romantic evening in with papa murphys and 'battle BC' from the history channel,1,0.0258,0.0
6200,c03050f05a,Will cook a sumptuous lunch today,1,0.0,0.0
6206,085522592b,today was interesting...,1,0.0,0.0
6209,b584334ec7,"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",0,0.7633,1.0
6215,2b22c2ba61,is wishing that i could be famous for acting and dancing,1,0.2263,0.0
6222,54c1aaf23c,Working on your birthday isn`t so bad when you get to work with Ruby on Rails,1,-0.6696,0.0
6225,d2443706bf, i (L u so much  See u at school todaay!,1,0.0,0.0
6227,9099b13d86," ohh, i`m watching my best friend`s wedding. it`s so sad..",0,0.6369,1.0
6230,8f7dfa086d,I don`t feel good.  .My throat hurts!!!!,0,0.6209,1.0
6250,3c5b1da345,I really fancy a frappuccino from Starbucks right now,1,0.0,0.0
6262,f38d4f7e45, ~Congratulations Daddy,1,0.0,0.0
6265,e60cd123da, I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,0,0.4215,1.0
6275,7d8c4c11e4,i hope unni will make the audition . fighting dahye unni !,1,0.1759,0.0
6290,9ca53f2fb2,"Okay, the man with the hook for a hand is kinda freaking me out right now.",0,0.3804,1.0
6292,8195593a93, FOR REAL!  Isn`**** exciting!!!!,1,0.0,0.0
6294,8ae7b5f1f0,"come on, leave Gretel alone now  I liked her doing the #Logies",1,0.1531,0.0
6297,f9471f1c8d,"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",1,0.2942,0.0
6309,e82b591fa4,"Yesterday I didn`t do much because I was just lazy, but today I don`t feel so good.",0,0.6555,1.0
6310,ea719729b4,Goodnight all,1,0.0,0.0
6325,87967559b7,It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,1,0.0,0.0
6340,89b7aeab92,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,1,-0.3612,0.0
6359,2deb9b910d," Masson I`ll give you the link, it`s quite handy",1,0.0,0.0
6374,6feeed89d9,_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,1,-0.4374,0.0
6376,2c08b3b456," Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI",0,0.34,1.0
6379,b1cf8c1838, be patient  you`ll get it soon,1,0.0,0.0
6383,948fd09708,Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,1,0.0,0.0
6391,f61d1109e9, Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,0,0.3818,1.0
6392,13379d9ac6,second song is coming along nicley,1,0.0,0.0
6397,bd245497f0,finally gone!!!,1,0.0,0.0
6414,9e652d7b7c,Happy Star Wars day! May the 4th be with you!,1,0.1739,0.0
6435,f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,0,0.5106,1.0
6453,08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,0,0.4588,1.0
6460,aeffd29532,loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,1,0.1901,0.0
6475,3b370504d8,  I`m bummed to miss you.   Hope you enjoy your writing conf. tho!,0,0.6996,1.0
6480,ec41f30dd5,Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it`s been a long time since I wanted to call in sick just to read,1,-0.0772,0.0
6492,bc9097ade0,On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,1,-0.1372,0.0
6504,e5f3e8c238, I ALWAYS miss out! I wont be able to commence in the foolishness til` the fall  But come fall I`ll be visiting!! YAY!!,0,0.4406,1.0
6511,181de1d263,"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!",0,0.3382,1.0
6529,a0ab3350c4," Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",0,0.6124,1.0
6534,a173ba1179,http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,0,0.3365,1.0
6545,80bae565bd,  I do the same thing to anybody covering dave... haha... we don`t like people messing with perfect music.,0,0.7351,1.0
6547,dccd6c1108,fun times. just broke my usb stick.. like literally broke it..,1,0.0516,0.0
6554,2396ee1b57, please do  I`ll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?,0,0.3182,1.0
6555,ac29573b8b,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,1,0.2677,0.0
6566,501ae0d4e7, like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn`t have em,0,0.4168,1.0
6569,e56eeb4968,Few Bevvies 2day in twn..great on a day off!!,1,0.0,0.0
6608,300997aaeb,Still soo tired..not ready to get up for the day...work again,0,0.3612,1.0
6609,024ab7f5da,Goodnight and Goodbye ?,1,0.0,0.0
6623,a6e7110b31, i thought it was just me that was like really hot. My room is too hot to sleep in,0,0.3612,1.0
6626,175c43e5a8,you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up,0,0.3182,1.0
6630,5dbe4cae20, awww hes too cute!!wish i could`ve gone,1,0.0,0.0
6631,9e962ba736,With bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,0,0.765,1.0
6635,fdb0ca60dd,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,0,0.3612,1.0
6646,b8d8602bfc,"never thought i`d say this, but i miss my 9-5 job, the commute, my cubicle, free food & coffee and being downtown. why did i quit?",0,0.5499,1.0
6653,7516f86838, I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,0,0.4199,1.0
6658,428fd23d7f, and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,0,0.7034,1.0
6663,f820654607, hey Lonnie! I`ll be there next weekend  I can`t wait.,1,0.0,0.0
6675,bcabb3d212,http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,1,-0.1027,0.0
6676,cadc4713d8," I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",0,0.3687,1.0
6678,8f3fc77f66,    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,1,-0.3612,0.0
6702,18f60b8879, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,0,0.8268,1.0
6706,ff9722bca7,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,0,0.3612,1.0
6708,76579f6ddd,monday at the school  gosshhh what I`ve been waiting for,1,0.0,0.0
6714,3358792fc9, following 865 and followers 539...not nice,0,0.4215,1.0
6724,f0726ddd52,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",0,0.4215,1.0
6736,db783cf66a,"no school today, teacher cancelled the lesson  chillin`",1,-0.4939,0.0
6746,4e31654f5e,90210 9pm  I laaaaaaaaave it.,1,0.0,0.0
6748,2f3f9a83c2, I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,0,0.5927,1.0
6752,a650b02d11,    - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.,1,0.0,0.0
6759,6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",1,0.128,0.0
6778,8d7e22dfd2,tripping through tiredness is nottt nice,0,0.4215,1.0
6781,058928e9ad, i know but it will make us all watch the awards on sunday! lol..i want to shower and there is no water!,0,0.4997,1.0
6782,098d92c804, totally! I`ve been waitin for somethin new and thought provoking at mj.name,1,-0.2714,0.0
6816,e7ec3be194,elliott claims steak and shake has been doing this for months...not exciting anymore...,0,0.3612,1.0
6821,bf580a287e,All ready for work... except my arm,0,0.3612,1.0
6825,24ef576980, im sure jont wont mind sharing,1,-0.0083,0.0
6827,6d891bbc30, Oh that can`t be nice,0,0.4215,1.0
6829,273d2dddbc, im fine. but a bit tired  im glad that its weekend now.,1,0.1406,0.0
6834,2987cae592," hehe, I can almost hear out of my right ear now  Can you yet?",1,0.0,0.0
6849,472e6341d3," as nerdy as I am, I just found out it was Star Wars day today!  I love you D",1,0.1759,0.0
6852,71769b6851,YAAAAY! I think I might have Aced my history test today!,1,0.0,0.0
6854,a982f09778,Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting,0,0.6369,1.0
6855,241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",0,0.4648,1.0
6864,5a552d5214,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",0,0.6486,1.0
6867,7f5116e5a1,", totally worth it!! great movie cool 3D glasses! i miss ya! and i miss   and i miss new york too",0,0.8033,1.0
6872,0d6cda7aca,i dont want the seniors to leave,1,-0.1083,0.0
6874,29926e73ba,"Eating Which Wich, yumm! Dont think I`ve had it since the season ended",1,0.0,0.0
6877,211077a9e9, OK! Oops sorry,0,0.4451,1.0
6882,a24c1d14d7,http://twitpic.com/67nxe - Yeah..I`m bored XD I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..,0,0.4278,1.0
6889,24f090ea3d, the exact one i was thinking of  the bestttt.,1,0.0,0.0
6891,18195deb58," That may be, I still don`t like hearing his name so much.   #blackhawks #canucks",0,0.3612,1.0
6893,8e42a5eb8e, : yes she got all lovey with him& he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,1,-0.128,0.0
6896,6f4e50b096,Sitting in Gatwick- going home for a week! cant wait to see family,1,0.0,0.0
6897,2bbe1f652e,goodmorning everyone,1,0.0,0.0
6900,2b15b814b6,"_oliver No Happy Mums day for the Mums, only the guys????",0,0.5362,1.0
6907,0a49d88d14," nevermind....I kept reading and see ya`ll r gonna be in Williamsburg   I`ll mind my business now, lol",0,0.4215,1.0
6916,fe12b8fd85,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age",1,0.2094,0.0
6924,ef465b57eb, sounds awesome..,1,0.0,0.0
6941,53fb5a7ed8, Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,0,0.6696,1.0
6944,a1790bbaff," just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",0,0.7966,1.0
6947,9b210c4a6f, Haha...YAY!!! I`M CURED!!!!,1,0.0,0.0
6952,dc3779373d,The ultimate shirt folding tool (http://www.flipfold.com/)- I saw  using this in one of Big Bang Theory`s episodes,1,0.0,0.0
6954,c13f8a6154,Happy Star Wars Day  May the fourth be with you!,1,0.1007,0.0
6955,55dff06e82,Oh tonight... Looking forward to it,1,0.0,0.0
6961,3ee7e1cbb0, it is so unfair that all the good rock shows happen only in B`lore and Pune,1,-0.2712,0.0
6964,7e778b1d4b,Viviann`s all minee. Yummm,1,0.0,0.0
6981,1dbd984ce7,"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",1,0.1901,0.0
6984,fe9b205b30,soo **** stressed out...I think I could possibly lose it,1,-0.6249,0.0
6994,ba52c93505,Can I get tonight`s SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can`t sleep.,0,0.7003,1.0
7008,9b0fb70c3c,Life Just Isn`t Fair > And I Feel,0,0.3182,1.0
7017,52712c7aef, Haha! maybe I should try that. The insomnia is kickin` my butt,0,0.5093,1.0
7022,42ae04c263," Patience, it`s worth it",1,0.2263,0.0
7023,5ff6ce14c6,"Missed the WBC counterprotests.  But probably going to WaterFire with Ben, yay!",0,0.3595,1.0
7026,7e7865e635,At the Grove for `Drag Me to Hell.` I hope that it doesn`t suck.,1,0.0,0.0
7036,877728a598,Packing is no fun at all  good thing I have the new united on to keep me going... But still no fun,0,0.836,1.0
7037,4cfc41a1a2," THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",1,-0.2244,0.0
7056,dc3781d112,My generation is too **** apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,0,0.5859,1.0
7069,130945d03c, SO DO I!!   My jet is in the repair shop...lol,1,0.0,0.0
7073,c76e4d576b, No u miss me !!!!! LOL,0,0.4406,1.0
7087,9bf583dd17,"Just booked my tickets for London on thursday, i`m so exicted",1,0.0,0.0
7098,89d037da4b, I heart you girls!! Let`s hang out soon!,1,0.0,0.0
7106,a6e318ec0d,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe,0,0.4318,1.0
7107,d090299e65,Happy Star Wars Day everyone! May the 4th be with you all  ****,1,0.1007,0.0
7117,0d32a589d2,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,0,0.3382,1.0
7118,52a34843de,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",1,0.1779,0.0
7122,2938f51a3a,Why don`t you make me feel like you used to,0,0.3612,1.0
7123,38a69ed9ec,add me up: http://profiles.friendster.com/americanidolislove  friendster.,1,0.0,0.0
7128,5d3ba9ced7,I don`t like when my g1 changes.    I feel like google should send me an email and tell me all the things they`re gunna do to my phone.,0,0.7506,1.0
7130,dd5c0c0dac,Long to-do list. Little desire to do it all.,0,0.3415,1.0
7133,a56e55c706,Braxton was up at 2:30 untill 4am and now he won`t sleep more than 15 minutes at a time! It`s hard to be a mom on days like this!,0,0.3987,1.0
7137,d075640401,"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",0,0.4948,1.0
7148,07c4438a0a, plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,0,0.5267,1.0
7170,6abf30463f, nah i understand you cant cancel i just wanted you to come,1,0.0875,0.0
7174,baa7df9301,**** im so bummed out right now....nobody loves me,0,0.5719,1.0
7175,7672fcfcd5,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can`t wait to start filling it up with entries! ),1,0.0,0.0
7177,7a2c016629," Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist",1,0.1007,0.0
7178,ebc1bb84e5,"yay for nice weather, boo for cici not being here this weekend",0,0.7351,1.0
7182,37db776b4a," yeah, I much prefer tweetdeck but if you must have multiple accounts",1,0.1531,0.0
7185,5752133fc3, Just ignore it.....and get sum rest...get rid of that headache,1,-0.3612,0.0
7188,1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",1,-0.0258,0.0
